ID	Weight	Stimulus	TargetType	CorrectResponse	StimType	BlockType	TargetStimulus
1	1	VM Stimuli/WF05_HO.bmp	nonlure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
2	1	VM Stimuli/BM009_HO.bmp	nonlure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
3	1	VM Stimuli/BF018_HO.bmp	target	Target	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
4	1	VM Stimuli/31M_HO.bmp	nonlure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
5	1	VM Stimuli/31M_HO.bmp	lure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
6	1	VM Stimuli/HF05_HO.bmp	nonlure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
7	1	VM Stimuli/BF018_HO.bmp	target	Target	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
8	1	VM Stimuli/BM009_HO.bmp	lure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
9	1	VM Stimuli/BM01_HO.bmp	nonlure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
10	1	VM Stimuli/BM01_HO.bmp	lure	nontarget	PosFace	0-Back	VM Stimuli/BF018_HO.bmp
